,start,end,,,7,8:43:53,9:08:51,0:24:58
,,,,,104,9:13:22,10:10:45,0:57:23
,,,,,106,9:44:35,10:11:10,0:26:35
,,,,,107,9:32:23,10:11:17,0:38:54
,,,,,108,9:49:25,10:11:18,0:21:53
,,,,,109,9:27:33,10:11:42,0:44:09
,,,,,112,9:42:48,10:12:32,0:29:44
,,,,,113,9:49:10,10:12:49,0:23:39
,,,,,116,9:51:56,10:14:02,0:22:06
,,,,,117,9:45:04,10:14:12,0:29:08
,,,,,118,9:41:28,10:14:12,0:32:44
,,,,,119,9:53:10,10:15:13,0:22:03
,,,,,120,9:48:31,10:15:42,0:27:11
,,,,,122,9:18:57,10:16:39,0:57:42
,,,,,123,9:20:01,10:16:41,0:56:40
,,,,,124,9:50:09,10:17:53,0:27:44
,,,,,125,9:53:27,10:18:21,0:24:54
,,,,,126,9:47:50,10:18:29,0:30:39
,,,,,127,9:35:47,10:18:39,0:42:52
,,,,,128,9:41:09,10:18:43,0:37:34
,,,,,129,9:37:24,10:18:43,0:41:19
,,,,,130,9:45:42,10:18:54,0:33:12
,,,,,133,9:46:41,10:19:42,0:33:01
,,,,,134,9:47:21,10:19:56,0:32:35
,,,,,135,9:10:04,10:20:36,1:10:32
,,,,,136,9:52:49,10:20:42,0:27:53
,,,,,137,9:53:19,10:20:57,0:27:38
,,,,,138,9:45:50,10:21:00,0:35:10
,,,,,139,9:42:21,10:21:30,0:39:09
,,,,,140,9:15:40,10:21:49,1:06:09
,,,,,141,9:48:13,10:21:56,0:33:43
,,,,,142,9:49:54,10:22:01,0:32:07
,,,,,143,9:38:32,10:22:41,0:44:09
,,,,,144,9:41:54,10:22:56,0:41:02
,,,,,145,9:53:57,10:23:08,0:29:11
,,,,,146,9:49:38,10:23:12,0:33:34
,,,,,147,9:24:42,10:23:16,0:58:34
,,,,,148,9:34:56,10:23:20,0:48:24
,,,,,149,9:07:00,10:23:31,1:16:31
,,,,,150,9:44:25,10:24:00,0:39:35
,,,,,151,9:46:36,10:24:20,0:37:44
,,,,,152,9:37:40,10:24:40,0:47:00
,,,,,153,9:17:21,10:24:42,1:07:21
,,,,,154,9:59:13,10:24:58,0:25:45
,,,,,155,9:54:25,10:25:25,0:31:00
,,,,,156,9:39:24,10:25:34,0:46:10
,,,,,157,9:53:43,10:25:47,0:32:04
,,,,,158,9:55:08,10:25:54,0:30:46
,,,,,159,9:48:37,10:26:15,0:37:38
,,,,,161,9:42:37,10:26:53,0:44:16
,,,,,162,9:22:00,10:27:11,1:05:11
,,,,,163,9:39:13,10:27:39,0:48:26
,,,,,165,9:45:05,10:29:49,0:44:44
,,,,,166,10:00:24,10:30:16,0:29:52
,,,,,167,9:24:40,10:30:18,1:05:38
,,,,,168,9:43:17,10:30:18,0:47:01
,,,,,169,9:40:17,10:30:48,0:50:31
,,,,,170,9:09:00,10:31:22,1:22:22
,,,,,171,9:49:53,10:31:30,0:41:37
,,,,,172,10:00:01,10:31:54,0:31:53
,,,,,173,9:15:03,10:32:21,1:17:18
,,,,,174,9:43:00,10:32:35,0:49:35
,,,,,176,9:56:56,10:33:23,0:36:27
,,,,,177,9:44:31,10:33:50,0:49:19
,,,,,178,8:56:52,10:33:53,1:37:01
,,,,,179,9:48:31,10:33:57,0:45:26
,,,,,180,10:01:40,10:34:57,0:33:17
,,,,,182,9:46:01,10:35:42,0:49:41
,,,,,183,9:54:21,10:36:56,0:42:35
,,,,,184,9:57:57,10:37:03,0:39:06
,,,,,185,9:59:09,10:37:18,0:38:09
,,,,,186,9:18:54,10:37:52,1:18:58
,,,,,187,9:52:49,10:39:58,0:47:09
,,,,,189,9:53:37,10:40:33,0:46:56
,,,,,190,9:40:53,10:40:38,0:59:45
,,,,,191,10:20:30,10:40:47,0:20:17
,,,,,192,9:23:10,10:41:00,1:17:50
,,,,,193,9:56:32,10:41:35,0:45:03
,,,,,194,9:49:00,10:42:10,0:53:10
,,,,,195,9:55:33,10:42:34,0:47:01
,,,,,196,9:40:35,10:43:00,1:02:25
,,,,,197,9:53:42,10:43:04,0:49:22
,,,,,198,9:09:20,10:43:28,1:34:08
,,,,,199,10:01:27,10:43:35,0:42:08
,,,,,201,9:15:44,10:45:58,1:30:14
,,,,,202,9:27:13,10:45:56,1:18:43
,,,,,203,9:43:17,10:46:54,1:03:37
,,,,,204,10:00:12,10:47:40,0:47:28
,,,,,207,9:58:21,10:49:08,0:50:47
,,,,,208,9:57:20,10:50:01,0:52:41
,,,,,210,9:59:15,10:50:30,0:51:15
,,,,,211,9:42:53,10:50:34,1:07:41
,,,,,213,9:38:42,10:51:41,1:12:59
,,,,,214,9:39:00,10:52:10,1:13:10
,,,,,215,9:31:15,10:52:28,1:21:13
,,,,,216,9:54:52,10:53:16,0:58:24
,,,,,217,9:42:15,10:53:27,1:11:12
,,,,,218,9:54:20,10:54:07,0:59:47
,,,,,219,9:37:13,10:54:13,1:17:00
,,,,,220,9:47:15,10:55:01,1:07:46
,,,,,221,9:26:30,10:55:16,1:28:46
,,,,,222,9:53:40,10:55:28,1:01:48
,,,,,223,9:58:45,10:56:06,0:57:21
,,,,,224,9:41:00,10:57:37,1:16:37
,,,,,228,9:58:31,10:59:15,1:00:44
,,,,,229,9:21:53,11:00:04,1:38:11
,,,,,231,9:39:55,11:00:20,1:20:25
,,,,,232,9:34:38,11:00:54,1:26:16
,,,,,233,9:48:16,11:01:21,1:13:05
,,,,,234,9:40:51,11:02:48,1:21:57
,,,,,235,9:27:33,11:03:16,1:35:43
,,,,,236,9:33:03,11:04:19,1:31:16
,,,,,237,9:43:02,11:04:52,1:21:50
,,,,,239,9:52:33,11:05:45,1:13:12
,,,,,240,9:47:04,11:05:50,1:18:46
,,,,,241,9:51:20,11:06:16,1:14:56
,,,,,242,9:37:19,11:07:46,1:30:27
,,,,,243,9:48:08,11:09:09,1:21:01
,,,,,244,9:33:29,11:11:56,1:38:27
,,,,,245,9:59:49,11:12:05,1:12:16
,,,,,246,10:00:29,11:12:19,1:11:50
,,,,,247,9:29:05,11:12:56,1:43:51
,,,,,248,9:52:53,11:13:22,1:20:29
,,,,,249,9:41:57,11:13:30,1:31:33
,,,,,250,9:17:37,11:14:34,1:56:57
,,,,,251,10:05:48,11:15:04,1:09:16
,,,,,252,9:59:49,11:15:15,1:15:26
,,,,,253,9:16:16,11:15:41,1:59:25
,,,,,255,9:15:43,11:18:41,2:02:58
,,,,,256,9:46:49,11:20:36,1:33:47
,,,,,258,9:05:24,11:32:51,2:27:27
,,,,,259,9:49:21,11:32:58,1:43:37
,,,,,261,9:24:50,11:35:39,2:10:49
,,,,,262,10:00:26,11:35:48,1:35:22
,,,,,263,10:09:59,11:36:41,1:26:42
,,,,,264,9:56:28,11:39:03,1:42:35
,,,,,265,9:59:06,11:24:18,1:25:12
,,,,,266,9:39:48,11:44:45,2:04:57
,,,,,267,11:30:11,11:44:47,0:14:36
,,,,,268,10:00:12,11:47:11,1:46:59
,,,,,269,9:54:08,11:47:53,1:53:45
,,,,,270,9:37:13,11:49:36,2:12:23
,,,,,272,9:34:01,11:55:48,2:21:47
,,,,,274,9:35:19,12:06:27,2:31:08
,,,,,275,9:45:24,12:08:51,2:23:27
,,,,,276,11:33:29,12:19:00,0:45:31
,,,,,278,9:22:01,12:20:40,2:58:39
,,,,,279,11:50:16,12:27:02,0:36:46
,,,,,280,8:45:11,12:32:02,3:46:51
,,,,,281,12:05:53,13:15:13,1:09:20
,,,,,282,10:03:00,13:32:59,3:29:59
,,,,,283,9:50:11,13:56:36,4:06:25
,,,,,,,,
3,8:38:56,9:20:35,0:41:39,,,,,
510,8:47:07,9:17:43,0:30:36,,,,,
710,8:51:48,9:17:58,0:26:10,,,,,
1010,8:53:08,9:31:00,0:37:52,,,,,
1210,8:54:03,9:44:58,0:50:55,,,,,
1410,8:54:34,9:47:21,0:52:47,,,,,
1510,8:55:01,10:37:03,1:42:02,,,,,
1710,8:55:20,9:54:13,0:58:53,,,,,
1810,8:55:25,10:03:05,1:07:40,,,,,
2010,8:56:38,9:29:03,0:32:25,,,,,
2210,8:56:58,9:54:27,0:57:29,,,,,
2310,8:57:08,9:38:41,0:41:33,,,,,
2510,8:57:37,9:58:37,1:01:00,,,,,
2610,8:58:01,9:37:33,0:39:32,,,,,
2710,8:58:44,10:06:59,1:08:15,,,,,
2910,8:59:12,9:51:15,0:52:03,,,,,
3010,8:59:40,9:55:44,0:56:04,,,,,
3410,9:00:57,10:14:17,1:13:20,,,,,
3510,9:00:59,10:01:51,1:00:52,,,,,
3610,9:01:12,9:49:35,0:48:23,,,,,
3710,9:02:04,10:44:17,1:42:13,,,,,
3810,9:02:28,9:58:54,0:56:26,,,,,
3910,9:02:32,9:42:39,0:40:07,,,,,
4010,9:02:36,10:09:52,1:07:16,,,,,
4110,9:02:49,9:42:54,0:40:05,,,,,
4310,9:03:40,10:00:00,0:56:20,,,,,
4410,9:03:58,9:56:53,0:52:55,,,,,
4610,9:04:19,9:39:59,0:35:40,,,,,
4710,9:04:54,10:08:06,1:03:12,,,,,
507,9:05:49,9:34:16,0:28:27,,,,,
541,9:06:38,9:49:36,0:42:58,,,,,
551,9:06:43,10:04:42,0:57:59,,,,,
561,9:06:51,9:25:10,0:18:19,,,,,
581,9:07:01,9:54:57,0:47:56,,,,,
591,9:07:08,9:46:23,0:39:15,,,,,
601,9:07:16,10:17:28,1:10:12,,,,,
621,9:07:27,9:42:37,0:35:10,,,,,
631,9:07:51,10:37:09,1:29:18,,,,,
641,9:08:24,9:41:14,0:32:50,,,,,
661,9:09:10,9:53:27,0:44:17,,,,,
671,9:09:16,9:52:07,0:42:51,,,,,
701,9:09:39,10:06:29,0:56:50,,,,,
711,9:09:52,9:50:37,0:40:45,,,,,
721,9:09:56,9:42:35,0:32:39,,,,,
731,9:10:18,10:02:25,0:52:07,,,,,
741,9:10:23,10:08:07,0:57:44,,,,,
751,9:10:26,9:46:47,0:36:21,,,,,
771,9:10:37,10:18:36,1:07:59,,,,,
781,9:11:02,9:48:38,0:37:36,,,,,
791,9:11:02,10:21:48,1:10:46,,,,,
811,9:11:44,10:00:23,0:48:39,,,,,
821,9:11:53,9:56:49,0:44:56,,,,,
831,9:13:10,10:39:57,1:26:47,,,,,
841,9:13:33,9:51:28,0:37:55,,,,,
861,9:13:49,10:52:01,1:38:12,,,,,
871,9:13:56,10:52:48,1:38:52,,,,,
881,9:14:00,10:34:54,1:20:54,,,,,
891,9:14:35,9:54:37,0:40:02,,,,,
911,9:14:51,11:04:37,1:49:46,,,,,
931,9:15:22,9:49:47,0:34:25,,,,,
941,9:15:26,9:55:09,0:39:43,,,,,
951,9:15:39,10:00:26,0:44:47,,,,,
961,9:15:51,9:48:56,0:33:05,,,,,
971,9:16:25,9:36:59,0:20:34,,,,,
981,9:16:51,10:11:55,0:55:04,,,,,
991,9:17:04,10:28:21,1:11:17,,,,,
1011,9:17:26,10:35:05,1:17:39,,,,,
1021,9:17:47,9:51:39,0:33:52,,,,,
1041,9:18:34,10:14:49,0:56:15,,,,,
1051,9:18:36,9:57:14,0:38:38,,,,,
1061,9:18:47,0:22:17,###############################################################################################################################################################################################################################################################,,,,,
1071,9:18:51,9:50:07,0:31:16,,,,,
1081,9:19:02,10:14:43,0:55:41,,,,,
1091,9:19:06,9:41:33,0:22:27,,,,,
1101,9:19:14,10:19:12,0:59:58,,,,,
1111,9:19:24,10:32:00,1:12:36,,,,,
1121,9:19:36,10:04:42,0:45:06,,,,,
1131,9:19:46,10:12:30,0:52:44,,,,,
1141,9:19:54,10:39:12,1:19:18,,,,,
1151,9:20:08,10:00:24,0:40:16,,,,,
1171,9:20:55,10:22:02,1:01:07,,,,,
1181,9:20:57,10:24:06,1:03:09,,,,,
1191,9:21:09,10:46:45,1:25:36,,,,,
1201,9:21:10,9:49:13,0:28:03,,,,,
1211,9:21:22,9:53:39,0:32:17,,,,,
1221,9:21:23,9:57:26,0:36:03,,,,,
1231,9:21:47,9:59:24,0:37:37,,,,,
1241,9:21:54,10:47:16,1:25:22,,,,,
1251,9:22:20,10:24:54,1:02:34,,,,,
1281,9:22:51,9:55:09,0:32:18,,,,,
1291,9:23:07,9:52:39,0:29:32,,,,,
1301,9:23:23,10:17:51,0:54:28,,,,,
1321,9:23:38,9:52:31,0:28:53,,,,,
1331,9:23:43,10:30:20,1:06:37,,,,,
1341,9:23:56,10:01:02,0:37:06,,,,,
1361,9:24:12,10:16:43,0:52:31,,,,,
1371,9:24:13,10:09:02,0:44:49,,,,,
1381,9:24:14,10:02:10,0:37:56,,,,,
1391,9:24:32,10:08:17,0:43:45,,,,,
1401,9:24:33,10:38:31,1:13:58,,,,,
1411,9:24:53,10:19:47,0:54:54,,,,,
1421,9:24:56,11:12:24,1:47:28,,,,,
1431,9:24:56,9:54:59,0:30:03,,,,,
1441,9:25:11,10:02:22,0:37:11,,,,,
1451,9:25:12,10:17:16,0:52:04,,,,,
1461,9:25:15,10:32:52,1:07:37,,,,,
1471,9:25:49,10:07:17,0:41:28,,,,,
1491,9:26:18,10:14:35,0:48:17,,,,,
1501,9:26:32,11:02:29,1:35:57,,,,,
1531,9:27:05,10:15:21,0:48:16,,,,,
1541,9:27:09,10:21:29,0:54:20,,,,,
1551,9:27:10,10:21:32,0:54:22,,,,,
1561,9:27:26,10:35:54,1:08:28,,,,,
1581,9:27:36,10:35:20,1:07:44,,,,,
1591,9:27:46,10:20:49,0:53:03,,,,,
1601,9:27:47,9:54:48,0:27:01,,,,,
1611,9:27:48,10:48:50,1:21:02,,,,,
1631,9:28:08,10:49:04,1:20:56,,,,,
1651,9:28:41,9:47:07,0:18:26,,,,,
1661,9:28:50,10:31:50,1:03:00,,,,,
1671,9:29:05,10:17:43,0:48:38,,,,,
1681,9:29:08,10:12:09,0:43:01,,,,,
1701,9:29:23,9:50:21,0:20:58,,,,,
1721,9:29:31,10:19:38,0:50:07,,,,,
1731,9:29:44,10:01:15,0:31:31,,,,,
1751,9:29:56,10:01:06,0:31:10,,,,,
1761,9:30:01,10:26:28,0:56:27,,,,,
1781,9:30:30,10:28:50,0:58:20,,,,,
1791,9:30:52,10:34:04,1:03:12,,,,,
1801,9:30:54,9:55:11,0:24:17,,,,,
1821,9:30:55,9:58:43,0:27:48,,,,,
1831,9:31:06,10:38:25,1:07:19,,,,,
1841,9:31:16,10:51:13,1:19:57,,,,,
1851,9:31:23,9:59:49,0:28:26,,,,,
1871,9:32:10,10:36:13,1:04:03,,,,,
1881,9:32:12,10:40:16,1:08:04,,,,,
1891,9:32:50,10:14:38,0:41:48,,,,,
1901,9:32:53,10:10:47,0:37:54,,,,,
1911,9:33:06,10:46:16,1:13:10,,,,,
1921,9:33:24,10:37:40,1:04:16,,,,,
1931,9:33:28,10:12:57,0:39:29,,,,,
1941,9:33:31,10:21:44,0:48:13,,,,,
1951,9:33:38,11:00:14,1:26:36,,,,,
1961,9:33:51,10:16:14,0:42:23,,,,,
1981,9:34:21,10:32:43,0:58:22,,,,,
2001,9:35:17,10:38:59,1:03:42,,,,,
2011,9:35:35,11:17:41,1:42:06,,,,,
2021,9:35:41,10:01:07,0:25:26,,,,,
2041,9:35:48,10:10:30,0:34:42,,,,,
2061,9:36:05,10:35:54,0:59:49,,,,,
2081,9:36:15,10:36:47,1:00:32,,,,,
2091,9:36:28,10:10:37,0:34:09,,,,,
2101,9:36:29,10:12:10,0:35:41,,,,,
2131,9:37:03,10:43:54,1:06:51,,,,,
2141,9:37:14,10:09:09,0:31:55,,,,,
2151,9:37:21,10:51:12,1:13:51,,,,,
2161,9:37:29,10:01:58,0:24:29,,,,,
2171,9:37:36,12:50:53,3:13:17,,,,,
2181,9:37:37,10:55:07,1:17:30,,,,,
2191,9:37:38,10:29:35,0:51:57,,,,,
2201,9:37:44,10:28:23,0:50:39,,,,,
2211,9:37:49,10:02:10,0:24:21,,,,,
2221,9:37:54,10:47:44,1:09:50,,,,,
2231,9:37:54,10:11:11,0:33:17,,,,,
2241,9:38:01,10:36:54,0:58:53,,,,,
2251,9:38:01,10:06:48,0:28:47,,,,,
2271,9:38:20,10:32:12,0:53:52,,,,,
2281,9:38:33,10:24:29,0:45:56,,,,,
2291,9:38:42,10:07:55,0:29:13,,,,,
2301,9:38:45,10:28:02,0:49:17,,,,,
2311,9:38:56,10:24:50,0:45:54,,,,,
2321,9:39:13,10:18:35,0:39:22,,,,,
2351,9:39:23,10:47:27,1:08:04,,,,,
2371,9:39:32,10:33:26,0:53:54,,,,,
2391,9:39:42,10:19:47,0:40:05,,,,,
2431,9:40:02,10:08:55,0:28:53,,,,,
2461,9:40:16,10:55:28,1:15:12,,,,,
2481,9:40:40,11:01:16,1:20:36,,,,,
2491,9:41:00,10:44:54,1:03:54,,,,,
2521,9:41:38,10:20:11,0:38:33,,,,,
2531,9:41:44,10:18:53,0:37:09,,,,,
2541,9:42:02,10:13:08,0:31:06,,,,,
2571,9:42:29,10:04:48,0:22:19,,,,,
2581,9:42:33,10:15:24,0:32:51,,,,,
2591,9:42:40,10:10:52,0:28:12,,,,,
2601,9:42:41,10:59:29,1:16:48,,,,,
2611,9:43:01,10:31:06,0:48:05,,,,,
2621,9:43:07,10:21:17,0:38:10,,,,,
2631,9:43:10,10:27:32,0:44:22,,,,,
2641,9:43:14,10:59:51,1:16:37,,,,,
2651,9:43:17,10:18:24,0:35:07,,,,,
2691,9:44:11,10:24:49,0:40:38,,,,,
2711,9:44:24,10:23:36,0:39:12,,,,,
2721,9:44:25,10:25:20,0:40:55,,,,,
2731,9:44:27,10:31:54,0:47:27,,,,,
2751,9:44:43,10:22:28,0:37:45,,,,,
2771,9:45:05,10:54:43,1:09:38,,,,,
2791,9:45:31,10:24:57,0:39:26,,,,,
2811,9:45:59,11:00:36,1:14:37,,,,,
2821,9:46:02,10:37:38,0:51:36,,,,,
285,9:46:20,10:46:28,1:00:08,,,,,
287,9:46:41,10:21:22,0:34:41,,,,,
288,9:46:49,10:35:12,0:48:23,,,,,
289,9:46:51,10:15:06,0:28:15,,,,,
291,9:46:52,10:17:00,0:30:08,,,,,
292,9:46:55,10:25:38,0:38:43,,,,,
293,9:47:01,11:40:16,1:53:15,,,,,
295,9:47:35,10:13:53,0:26:18,,,,,
296,9:47:36,10:35:49,0:48:13,,,,,
299,9:48:11,10:16:40,0:28:29,,,,,
300,9:48:14,10:28:53,0:40:39,,,,,
301,9:48:21,10:37:56,0:49:35,,,,,
302,9:48:49,11:50:28,2:01:39,,,,,
303,9:48:50,10:47:06,0:58:16,,,,,
304,9:49:15,10:38:51,0:49:36,,,,,
305,9:49:34,10:22:44,0:33:10,,,,,
306,9:49:44,11:01:52,1:12:08,,,,,
307,9:49:46,10:36:18,0:46:32,,,,,
308,9:49:50,10:39:09,0:49:19,,,,,
309,9:49:57,10:18:09,0:28:12,,,,,
313,9:50:11,10:37:24,0:47:13,,,,,
314,9:50:20,11:14:13,1:23:53,,,,,
315,9:50:27,10:38:29,0:48:02,,,,,
316,9:50:32,10:50:52,1:00:20,,,,,
317,9:50:34,10:29:13,0:38:39,,,,,
319,9:50:35,10:56:10,1:05:35,,,,,
320,9:50:36,11:34:24,1:43:48,,,,,
324,9:50:52,11:32:22,1:41:30,,,,,
325,9:50:53,10:45:59,0:55:06,,,,,
326,9:50:58,10:43:48,0:52:50,,,,,
327,9:50:58,11:22:12,1:31:14,,,,,
328,9:51:01,10:39:08,0:48:07,,,,,
329,9:51:02,10:17:22,0:26:20,,,,,
330,9:51:03,11:07:54,1:16:51,,,,,
332,9:51:32,10:41:10,0:49:38,,,,,
333,9:51:44,11:36:06,1:44:22,,,,,
334,9:51:48,11:29:57,1:38:09,,,,,
336,9:52:01,10:28:13,0:36:12,,,,,
337,9:52:01,10:28:23,0:36:22,,,,,
338,9:52:20,10:49:37,0:57:17,,,,,
339,9:52:20,10:09:14,0:16:54,,,,,
340,9:52:27,11:21:59,1:29:32,,,,,
341,9:52:28,10:33:26,0:40:58,,,,,
342,9:52:32,11:06:15,1:13:43,,,,,
343,9:52:59,11:05:14,1:12:15,,,,,
344,9:53:00,10:32:46,0:39:46,,,,,
345,9:53:09,10:31:22,0:38:13,,,,,
346,9:53:09,10:51:27,0:58:18,,,,,
347,9:53:13,10:37:27,0:44:14,,,,,
352,9:53:53,10:28:40,0:34:47,,,,,
354,9:54:06,10:31:18,0:37:12,,,,,
355,9:54:08,11:08:19,1:14:11,,,,,
356,9:54:23,10:19:41,0:25:18,,,,,
357,9:54:31,10:57:54,1:03:23,,,,,
358,9:54:34,10:42:14,0:47:40,,,,,
360,9:54:58,10:49:52,0:54:54,,,,,
361,9:55:02,11:13:48,1:18:46,,,,,
363,9:55:25,11:00:31,1:05:06,,,,,
364,9:55:26,10:53:42,0:58:16,,,,,
365,9:55:28,10:52:06,0:56:38,,,,,
366,9:55:53,10:28:17,0:32:24,,,,,
368,9:56:02,10:48:20,0:52:18,,,,,
371,9:56:16,10:33:45,0:37:29,,,,,
372,9:56:17,10:22:24,0:26:07,,,,,
373,9:56:21,10:26:06,0:29:45,,,,,
374,9:56:26,10:47:26,0:51:00,,,,,
375,9:56:33,11:17:13,1:20:40,,,,,
376,9:56:34,10:41:58,0:45:24,,,,,
377,9:56:51,10:37:03,0:40:12,,,,,
378,9:56:51,11:28:38,1:31:47,,,,,
379,9:56:56,10:36:48,0:39:52,,,,,
380,9:57:17,10:26:22,0:29:05,,,,,
382,9:57:39,10:50:32,0:52:53,,,,,
384,9:57:57,10:32:02,0:34:05,,,,,
385,9:58:03,10:31:43,0:33:40,,,,,
387,9:58:15,10:26:11,0:27:56,,,,,
388,9:58:36,11:39:15,1:40:39,,,,,
389,9:58:42,11:07:46,1:09:04,,,,,
390,9:58:49,11:36:00,1:37:11,,,,,
392,9:59:03,11:00:03,1:01:00,,,,,
395,9:59:13,10:45:03,0:45:50,,,,,
397,9:59:18,10:27:07,0:27:49,,,,,
398,9:59:22,10:23:12,0:23:50,,,,,
399,9:59:27,11:05:55,1:06:28,,,,,
400,9:59:33,10:49:09,0:49:36,,,,,
401,9:59:38,10:38:33,0:38:55,,,,,
402,9:59:39,11:07:23,1:07:44,,,,,
403,9:59:39,10:54:20,0:54:41,,,,,
404,9:59:45,11:03:40,1:03:55,,,,,
406,9:59:51,11:14:11,1:14:20,,,,,
408,9:59:56,10:18:45,0:18:49,,,,,
409,9:59:59,10:59:18,0:59:19,,,,,
411,10:00:27,11:30:21,1:29:54,,,,,
412,10:00:29,10:41:10,0:40:41,,,,,
414,10:00:33,10:42:16,0:41:43,,,,,
417,10:00:47,10:42:33,0:41:46,,,,,
418,10:01:53,11:41:52,1:39:59,,,,,
420,10:02:37,10:58:36,0:55:59,,,,,
422,10:06:35,10:35:43,0:29:08,,,,,
426,10:20:53,11:00:08,0:39:15,,,,,
429,10:40:54,11:41:19,1:00:25,,,,,
430,10:41:16,11:30:05,0:48:49,,,,,
433,10:45:13,11:22:56,0:37:43,,,,,
434,10:45:15,11:04:51,0:19:36,,,,,
435,10:45:18,11:40:53,0:55:35,,,,,
436,10:45:19,11:49:17,1:03:58,,,,,
437,10:45:19,12:21:04,1:35:45,,,,,
438,10:45:26,11:32:37,0:47:11,,,,,
439,10:47:45,12:11:57,1:24:12,,,,,
440,10:51:56,12:37:57,1:46:01,,,,,
441,10:52:21,11:22:52,0:30:31,,,,,
442,10:53:11,11:19:57,0:26:46,,,,,
443,10:56:00,11:03:14,0:07:14,,,,,
445,11:00:11,11:51:15,0:51:04,,,,,
446,11:00:14,12:24:35,1:24:21,,,,,
447,11:00:16,11:44:36,0:44:20,,,,,
448,11:00:17,11:16:27,0:16:10,,,,,
449,11:00:21,11:58:29,0:58:08,,,,,
450,11:00:21,11:27:37,0:27:16,,,,,
452,11:02:04,12:23:57,1:21:53,,,,,
453,11:02:09,13:27:47,2:25:38,,,,,
455,11:04:59,11:59:42,0:54:43,,,,,
457,11:07:14,12:07:58,1:00:44,,,,,
458,11:08:47,11:50:33,0:41:46,,,,,
460,11:15:11,11:47:07,0:31:56,,,,,
461,11:15:14,12:34:10,1:18:56,,,,,
462,11:15:15,11:49:05,0:33:50,,,,,
463,11:15:15,12:00:34,0:45:19,,,,,
464,11:15:31,11:50:46,0:35:15,,,,,
465,11:15:41,12:02:48,0:47:07,,,,,
466,11:17:47,11:56:05,0:38:18,,,,,
467,11:19:32,13:02:35,1:43:03,,,,,
468,11:22:09,11:52:35,0:30:26,,,,,
469,11:30:13,12:10:03,0:39:50,,,,,
470,11:30:17,12:03:41,0:33:24,,,,,
471,11:30:17,12:04:17,0:34:00,,,,,
472,11:30:18,12:00:34,0:30:16,,,,,
473,11:30:18,12:20:38,0:50:20,,,,,
475,11:30:22,12:12:00,0:41:38,,,,,
476,11:30:24,12:12:44,0:42:20,,,,,
477,11:30:28,12:11:18,0:40:50,,,,,
478,11:30:34,12:11:43,0:41:09,,,,,
479,11:30:40,12:01:24,0:30:44,,,,,
480,11:32:53,12:16:14,0:43:21,,,,,
483,11:36:43,12:31:54,0:55:11,,,,,
